CUST_ID,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
C11729,12,9,8,3,8,0,2,1,3,2,3,0,5,3,1,6,0,2
C11730,12,10,6,1,5,4,0,5,2,1,1,4,5,3,3,3,2,1
C11731,12,10,1,1,0,3,0,5,1,1,0,2,5,3,6,1,2,1
C11732,12,5,10,0,10,0,0,1,3,0,3,0,3,3,1,4,0,0
C11733,12,9,8,5,5,0,7,1,3,3,1,0,5,4,1,5,0,2
C11734,12,9,0,0,0,3,0,1,0,0,0,2,3,3,1,0,1,3
C11735,12,10,1,1,0,5,0,4,1,1,0,5,5,5,3,1,5,1
C11736,12,10,9,9,4,0,3,1,3,3,1,0,5,3,1,4,0,2
C11737,12,4,0,0,0,3,0,3,0,0,0,5,5,2,3,0,1,1
C11738,12,10,0,0,0,1,0,4,0,0,0,1,4,1,6,0,1,1
C11739,12,10,10,8,5,1,0,3,2,2,1,1,3,3,3,3,1,2
C11740,12,10,10,1,9,0,10,1,3,1,2,0,3,3,1,5,0,0
C11741,12,10,0,0,0,4,0,4,0,0,0,3,4,2,3,0,3,1
C11742,12,10,10,0,10,0,6,1,2,0,2,0,3,2,1,4,0,0
C11743,12,10,0,0,0,3,0,4,0,0,0,4,5,2,3,0,1,1
C11744,12,10,0,0,0,7,0,4,0,0,0,4,5,4,3,0,3,1
C11745,12,10,10,5,8,6,0,5,3,1,2,3,5,2,3,5,4,1
C11746,10,3,5,1,4,0,3,1,2,1,2,0,5,2,1,3,0,0
C11747,12,7,2,2,0,0,0,1,2,2,0,0,4,3,1,1,0,3
C11749,12,10,2,1,1,1,0,1,1,1,1,1,5,3,1,1,1,3
C11750,12,5,5,0,5,0,0,1,1,0,1,0,2,1,1,2,0,3
C11751,12,10,3,3,1,1,0,2,1,1,1,2,3,2,1,2,1,3
C11752,12,10,5,0,5,0,1,3,1,0,1,0,3,3,6,2,0,0
C11753,12,10,10,0,10,0,0,6,4,0,4,0,6,5,5,7,0,2
C11754,12,10,5,4,1,2,0,3,2,1,1,3,4,4,2,2,1,1
C11755,12,10,2,2,0,1,0,4,3,3,0,1,5,4,3,1,1,1
C11756,12,10,0,0,0,3,0,5,0,0,0,1,5,3,3,0,1,1
C11757,12,10,0,0,0,2,0,3,0,0,0,4,5,2,3,0,2,1
C11758,12,10,10,10,10,0,0,3,4,4,2,0,4,3,2,6,0,2
C11759,12,10,10,1,10,0,0,3,3,1,3,0,5,2,2,3,0,0
C11760,12,10,10,10,10,0,0,5,4,3,3,0,6,3,3,7,0,2
C11761,12,10,0,0,0,1,0,3,0,0,0,1,4,2,2,0,1,3
C11762,12,10,0,0,0,7,1,3,0,0,0,5,4,5,1,0,5,1
C11763,12,10,10,7,10,0,10,1,4,4,1,0,5,4,1,6,0,2
C11764,12,10,10,10,1,0,0,3,2,2,1,0,5,2,2,5,0,2
C11765,12,10,4,2,2,0,5,3,6,1,6,0,6,6,1,1,0,2
C11766,12,10,10,0,10,9,1,5,3,0,3,6,6,6,3,6,6,1
C11767,12,10,10,0,10,0,5,1,3,0,3,0,3,3,1,5,0,0
C11768,12,10,0,0,0,6,0,4,0,0,0,1,3,2,3,0,2,1
C11769,12,8,0,0,0,1,2,1,0,0,0,2,4,3,1,0,1,3
C11770,12,10,10,5,10,3,1,3,3,2,3,4,5,5,2,5,2,2
C11771,12,10,8,1,6,0,4,1,3,1,2,0,5,3,1,4,0,0
C11773,12,10,10,10,5,3,0,1,3,3,1,1,1,3,1,6,1,2
C11774,12,10,10,10,0,0,3,1,4,4,0,0,5,4,1,5,0,2
C11775,11,10,0,0,0,8,0,3,0,0,0,3,3,3,3,0,3,1
C11776,12,10,10,10,2,0,8,1,3,3,2,0,3,4,1,4,0,2
C11777,12,10,8,8,0,0,0,5,3,3,0,0,5,3,3,3,0,2
C11778,12,10,10,10,0,0,0,3,3,3,0,0,3,2,3,6,0,2
C11779,12,10,8,0,7,4,0,3,1,0,1,1,3,3,3,2,3,1
C11780,12,10,10,0,10,0,10,1,2,0,2,0,5,2,1,7,0,0
C11781,12,10,0,0,0,1,0,2,0,0,0,1,4,2,1,0,1,3
C11782,9,3,0,0,0,2,0,1,0,0,0,1,3,0,2,0,1,3
C11784,12,2,1,1,0,0,0,1,1,1,0,0,4,1,1,1,0,3
C11785,12,10,10,10,10,0,0,1,3,2,1,0,5,3,1,6,0,2
C11786,12,10,10,6,10,0,2,1,4,3,3,0,6,3,1,8,0,2
C11787,11,10,8,8,0,1,8,1,3,3,0,1,4,3,1,5,2,2
C11788,12,10,0,0,0,3,0,3,0,0,0,2,3,2,1,0,1,3
C11789,12,10,1,1,0,0,0,1,1,1,0,0,6,1,1,1,0,3
C11790,12,10,5,0,5,1,0,3,1,0,1,2,4,4,2,2,1,1
C11791,10,1,0,0,0,1,0,1,0,0,0,1,3,2,1,0,1,3
C11792,12,10,10,5,10,0,6,1,3,2,1,0,5,3,1,5,0,2
C11794,12,10,0,0,0,4,1,2,0,0,0,3,3,3,1,0,4,1
C11795,12,10,2,2,0,1,0,4,4,4,0,2,6,2,3,2,1,2
C11796,12,10,2,0,2,0,0,3,1,0,1,0,3,1,1,1,0,3
C11797,12,10,10,5,10,0,5,2,3,3,1,0,5,4,1,7,0,2
C11798,12,10,10,8,10,1,1,3,4,3,3,1,3,4,1,6,1,2
C11799,12,10,0,0,0,3,0,4,0,0,0,2,5,2,2,0,1,1
C11800,12,10,9,4,10,5,1,4,3,3,3,5,5,5,3,8,3,2
C11801,12,10,9,1,7,0,4,1,4,1,3,0,5,3,1,4,0,0
C11802,12,7,2,2,0,0,2,1,1,1,0,0,5,1,1,1,0,3
C11803,12,10,10,6,10,0,6,1,3,2,1,0,4,3,1,5,0,2
C11804,10,8,8,2,7,0,0,2,3,1,2,0,3,1,1,5,0,0
C11805,12,10,10,0,10,0,0,3,3,0,3,0,3,3,3,5,0,0
C11806,12,10,10,3,10,0,5,1,3,3,3,0,6,3,1,5,0,2
C11807,12,5,4,0,3,0,7,1,1,0,1,0,5,1,1,1,0,3
C11808,12,10,10,0,10,1,0,4,1,0,1,2,5,2,3,3,1,0
C11809,12,1,0,0,0,1,0,1,0,0,0,3,3,0,2,0,1,3
C11810,12,10,10,0,10,0,0,4,3,0,3,0,4,3,3,3,0,0
C11811,12,6,5,2,4,2,10,1,2,2,1,1,5,3,1,2,1,0
C11813,12,10,10,5,10,0,10,1,4,3,3,0,5,4,1,7,0,2
C11814,12,10,10,10,10,0,10,2,6,5,3,0,6,6,1,6,0,2
C11815,12,10,10,0,10,1,0,5,3,0,3,2,6,3,3,5,1,2
C11816,12,10,10,10,10,2,1,4,3,1,3,3,5,5,3,7,1,2
C11817,12,6,2,2,0,0,0,2,1,1,0,0,3,4,3,2,0,3
C11818,12,10,10,0,10,0,0,3,1,0,1,0,3,2,2,3,0,0
C11819,12,10,10,5,10,3,1,5,5,4,5,3,5,6,4,8,2,2
C11820,12,10,0,0,0,10,1,4,0,0,0,5,6,5,3,0,5,1
C11821,12,5,4,0,3,0,4,1,1,0,1,0,4,1,1,1,0,3
C11822,12,10,10,3,8,2,0,3,3,2,2,3,3,3,3,4,1,2
C11823,12,10,10,5,10,0,0,3,3,2,3,0,4,4,1,7,0,2
C11824,12,10,10,3,10,0,6,1,3,2,3,0,4,3,1,5,0,2
C11825,12,10,10,10,10,0,10,3,6,6,4,0,6,6,1,7,0,2
C11826,12,10,1,1,0,0,0,2,1,1,0,0,2,3,5,1,0,3
C11827,12,10,10,10,10,0,0,6,4,3,3,0,6,3,3,8,0,2
C11828,12,10,10,1,10,0,0,3,1,1,1,0,3,3,5,3,0,0
C11829,12,10,7,2,5,3,0,5,2,1,1,3,6,3,3,2,1,1
C11830,12,9,10,0,10,0,0,3,1,0,1,0,3,3,1,3,0,0
C11831,12,10,10,4,10,0,0,3,3,1,2,0,6,3,1,4,0,2
C11832,12,10,10,6,10,0,0,5,3,3,3,0,6,4,4,6,0,2
C11833,12,10,10,0,10,0,4,1,2,0,2,0,3,2,1,3,0,0
C11834,9,9,0,0,0,8,0,3,0,0,0,5,5,1,1,0,5,1
C11835,12,10,10,4,10,0,0,3,4,4,3,0,4,5,3,6,0,2
C11836,12,10,0,0,0,3,0,3,0,0,0,3,3,3,1,0,1,3
C11837,12,10,0,0,0,5,0,4,0,0,0,3,5,3,3,0,2,1
C11838,12,10,0,0,0,10,0,5,0,0,0,6,5,5,3,0,6,1
C11839,12,6,0,0,0,2,3,1,0,0,0,1,3,2,1,0,1,3
C11840,12,10,6,3,3,1,0,3,3,3,1,1,3,3,1,2,1,2
C11841,12,10,10,0,10,6,0,6,3,0,3,5,6,4,4,6,3,1
C11842,12,10,10,10,10,0,6,1,3,2,3,0,5,3,1,6,0,2
C11843,12,10,0,0,0,2,0,3,0,0,0,1,3,2,1,0,1,3
C11844,12,10,9,5,8,0,0,5,4,4,2,0,5,3,4,7,0,2
C11845,12,10,3,3,0,1,1,2,1,1,0,1,3,3,1,1,1,3
C11846,12,10,0,0,0,2,0,3,0,0,0,3,3,2,1,0,1,3
C11847,11,10,3,3,0,3,0,4,2,2,0,2,4,3,4,1,2,1
C11848,12,10,10,10,0,1,0,4,2,2,0,1,4,3,3,3,1,2
C11849,12,10,0,0,0,1,0,3,0,0,0,1,5,2,1,0,1,3
C11850,12,10,10,0,9,0,0,3,1,0,1,0,3,1,2,3,0,0
C11851,12,10,10,4,9,0,10,1,3,3,3,0,6,3,1,6,0,2
C11852,12,10,5,1,5,0,0,3,1,1,1,0,3,3,3,2,0,0
C11853,12,3,2,2,0,0,5,1,1,1,0,0,4,1,1,1,0,3
C11854,12,10,3,0,3,0,0,5,1,0,1,0,6,3,4,1,0,1
C11855,12,10,0,0,0,4,0,5,0,0,0,3,6,3,3,0,2,1
C11856,12,10,9,3,9,0,0,3,3,2,2,0,3,1,2,5,0,0
C11857,12,10,10,4,10,0,0,4,3,2,2,0,4,3,4,6,0,2
C11858,12,10,1,1,0,3,0,3,1,1,0,1,4,2,2,1,1,3
C11859,12,10,0,0,0,5,0,3,0,0,0,2,5,4,2,0,2,1
C11860,12,10,0,0,0,4,0,3,0,0,0,1,3,1,2,0,1,3
C11861,12,10,0,0,0,5,0,5,0,0,0,3,5,3,3,0,2,1
C11862,12,10,0,0,0,2,0,3,0,0,0,1,3,2,2,0,1,3
C11863,12,10,10,0,10,0,0,3,2,0,2,0,3,3,3,6,0,0
C11864,12,4,1,1,0,2,0,1,2,2,0,3,4,2,1,1,2,3
C11865,12,10,10,10,0,0,0,3,1,1,0,0,3,2,2,3,0,3
C11866,12,10,10,2,10,0,1,1,3,1,2,0,4,3,1,5,0,0
C11867,11,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
C11868,8,10,4,3,4,3,0,3,1,1,1,2,3,2,1,2,2,3
C11869,12,10,1,1,1,0,1,3,1,1,1,0,5,3,1,1,0,3
C11870,12,10,0,0,0,6,0,5,0,0,0,3,5,3,3,0,2,1
C11871,12,10,0,0,0,3,2,3,0,0,0,4,5,5,2,0,3,1
C11872,12,10,1,1,0,0,0,1,1,1,0,0,4,1,1,1,0,3
C11873,12,10,8,8,0,1,0,3,2,2,0,3,3,2,1,5,1,2
C11874,12,10,10,6,10,0,6,1,3,2,1,0,5,3,1,5,0,2
C11875,12,10,7,5,5,0,0,3,3,2,2,0,3,2,3,5,0,2
C11876,12,10,1,1,0,4,0,3,1,1,0,1,3,2,3,1,2,1
C11877,12,10,10,10,10,9,0,5,5,4,3,3,6,4,3,8,5,2
C11878,12,10,0,0,0,2,0,4,0,0,0,3,4,2,2,0,1,1
C11879,12,1,0,0,0,1,0,1,0,0,0,1,3,0,2,0,1,3
C11880,12,10,6,2,5,0,0,3,1,1,1,0,3,2,3,2,0,0
C11881,12,10,10,2,10,0,8,1,2,1,2,0,5,2,1,5,0,0
C11882,12,10,9,0,8,2,0,3,1,0,1,1,3,3,2,4,1,0
C11883,12,10,5,4,2,0,0,1,3,3,1,0,4,2,1,2,0,2
C11884,12,10,10,9,10,0,0,5,4,3,3,0,5,3,3,7,0,2
C11885,12,3,0,0,0,2,0,1,0,0,0,3,4,1,1,0,1,3
C11886,12,10,10,10,8,1,5,1,3,2,1,1,4,3,1,5,1,2
C11887,12,10,10,8,7,0,0,4,3,3,2,0,5,3,3,6,0,2
C11888,11,10,9,0,9,0,0,1,2,0,2,0,3,1,1,2,0,0
C11889,12,10,7,2,7,2,0,5,2,2,1,3,5,3,4,5,2,1
C11890,12,4,1,1,0,0,0,1,1,1,0,0,3,2,1,1,0,3
C11892,12,10,0,0,0,3,0,4,0,0,0,3,4,3,3,0,2,1
C11893,12,10,1,1,0,4,0,5,1,1,0,5,6,3,3,1,2,1
C11894,12,6,5,0,5,0,6,1,1,0,1,0,5,1,1,2,0,0
C11895,12,9,8,5,6,0,10,1,2,2,1,0,5,3,1,4,0,2
C11896,12,10,7,0,7,2,0,5,2,0,2,3,6,3,3,5,1,1
C11897,12,10,10,9,10,0,0,3,5,3,3,0,5,4,4,7,0,2
C11898,12,5,6,1,6,0,0,2,2,1,2,0,6,3,1,3,0,0
C11899,12,7,6,1,5,0,10,1,2,1,2,0,5,2,1,2,0,0
C11900,12,10,5,0,5,0,1,2,1,0,1,0,2,3,6,2,0,0
C11901,12,10,8,8,2,2,0,3,2,2,1,1,3,2,3,4,1,2
C11902,12,10,7,0,7,1,0,5,1,0,1,2,5,4,3,4,1,1
C11903,12,10,10,3,10,0,0,4,4,4,3,0,4,5,3,6,0,2
C11904,12,0,10,0,10,0,0,0,1,0,1,0,3,1,2,3,0,0
C11905,12,10,10,4,10,0,0,3,3,3,3,0,2,3,4,6,0,2
C11906,12,10,10,9,10,3,0,5,3,3,3,1,6,3,3,6,1,2
C11907,10,5,0,0,0,1,0,1,0,0,0,1,3,2,1,0,1,3
C11908,12,10,5,4,2,0,3,1,2,1,2,0,3,2,2,2,0,0
C11909,12,10,10,10,0,0,4,1,2,2,0,0,3,1,1,3,0,2
C11910,12,10,7,7,0,0,0,1,1,1,0,0,4,2,1,3,0,3
C11911,12,10,1,1,0,0,0,3,1,1,0,0,3,2,2,1,0,3
C11912,12,10,10,6,10,2,1,5,5,3,3,3,6,6,5,8,3,2
C11913,12,10,7,7,0,2,0,3,2,2,0,2,3,2,2,4,1,2
C11914,11,10,1,1,0,1,0,3,1,1,0,1,5,2,2,1,1,3
C11915,12,10,2,0,2,4,0,3,1,0,1,1,3,2,3,1,2,1
C11916,12,10,10,3,10,0,0,2,1,1,1,0,4,1,1,6,0,0
C11917,11,10,0,0,0,2,0,4,0,0,0,5,5,2,3,0,2,1
C11918,12,10,10,8,10,1,0,4,3,3,2,1,6,2,2,6,1,2
C11919,12,10,0,0,0,7,0,5,0,0,0,4,6,3,3,0,3,1
C11920,12,10,5,3,2,1,3,1,1,1,1,1,5,1,1,2,1,3
C11921,12,10,10,0,10,0,0,1,2,0,2,0,3,1,1,5,0,0
C11922,12,10,10,0,10,0,10,1,3,0,3,0,4,3,1,6,0,0
C11924,12,10,9,0,8,2,0,2,1,0,1,2,3,3,1,5,1,0
C11925,12,5,5,2,2,0,0,1,2,1,1,0,3,2,1,1,0,3
C11926,12,10,10,7,5,4,0,4,2,2,1,4,6,3,3,5,1,2
C11927,12,10,10,0,10,0,0,1,1,0,1,0,3,2,1,4,0,0
C11928,10,5,0,0,0,1,0,3,0,0,0,3,3,2,2,0,1,3
C11929,12,10,10,4,10,1,0,5,3,2,3,4,6,4,3,6,2,2
C11930,12,3,3,0,2,0,10,1,2,0,2,0,5,3,1,1,0,0
C11931,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
C11932,12,10,5,5,0,0,0,3,4,4,0,0,4,3,2,1,0,2
C11933,12,9,8,7,6,0,5,1,3,3,2,0,6,3,1,5,0,2
C11934,12,10,0,0,0,2,2,2,0,0,0,3,3,4,1,0,1,3
C11935,12,10,8,1,8,0,3,1,1,1,1,0,2,1,1,2,0,0
C11936,12,10,0,0,0,2,0,3,0,0,0,2,3,2,1,0,1,3
C11937,12,10,9,3,7,0,0,2,2,1,2,0,3,1,1,3,0,0
C11938,12,10,7,0,6,0,0,1,1,0,1,0,5,1,1,3,0,0
C11939,11,10,0,0,0,2,0,2,0,0,0,3,3,1,1,0,2,3
C11940,12,10,9,0,8,0,4,1,2,0,2,0,5,2,1,4,0,0
C11941,12,3,4,0,4,0,0,1,2,0,2,0,4,3,1,3,0,0
C11942,12,10,10,5,10,0,0,3,3,3,1,0,3,1,1,5,0,2
C11943,12,10,10,3,10,5,0,4,3,2,1,3,4,3,3,7,2,2
C11944,12,9,1,1,0,0,0,1,1,1,0,0,5,3,1,1,0,3
C11945,12,10,1,0,1,4,0,4,1,0,1,4,5,2,3,1,2,1
C11946,12,10,10,10,2,0,0,1,2,2,1,0,5,2,1,4,0,2
C11947,12,10,5,4,1,0,0,4,2,2,1,0,6,3,2,2,0,2
C11948,12,3,0,0,0,1,1,1,0,0,0,3,5,4,1,0,1,3
C11949,12,7,5,5,0,0,3,1,3,3,0,0,6,3,1,2,0,2
C11950,12,10,4,1,4,0,0,1,1,1,1,0,4,3,1,2,0,3
C11951,12,6,4,1,3,0,10,1,1,1,1,0,6,3,1,2,0,0
C11952,7,10,0,0,0,8,0,3,0,0,0,3,3,1,1,0,3,1
C11953,12,6,9,0,9,0,4,1,2,0,2,0,6,3,1,6,0,0
C11954,10,10,2,2,0,0,0,3,3,3,0,0,5,3,1,1,0,3
C11955,12,10,10,7,10,0,0,3,4,3,3,0,5,3,2,8,0,2
C11956,12,10,1,1,0,5,0,3,1,1,0,3,4,2,1,1,1,1
C11957,12,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
C11958,7,10,10,0,9,3,0,3,1,0,1,3,3,1,1,2,1,0
C11959,12,10,3,3,0,1,0,3,3,3,0,1,5,2,1,2,1,3
C11960,12,10,8,1,7,0,8,1,3,1,2,0,3,3,1,2,0,0
C11961,12,10,3,3,0,0,0,2,1,1,0,0,5,1,1,1,0,3
C11962,12,7,5,0,5,0,0,1,1,0,1,0,3,1,1,2,0,0
C11963,8,10,0,0,0,4,0,5,0,0,0,4,5,2,3,0,2,1
C11964,12,10,10,8,8,0,0,3,4,3,2,0,5,3,2,6,0,2
C11965,12,10,10,8,5,2,1,3,4,4,2,3,5,5,2,6,1,2
C11966,12,10,0,0,0,7,0,5,0,0,0,4,5,3,3,0,5,1
C11967,12,10,0,0,0,1,2,3,0,0,0,5,5,5,2,0,1,1
C11968,12,10,10,10,10,0,1,1,3,3,2,0,3,3,1,7,0,2
C11969,12,10,4,2,2,7,0,5,1,1,1,3,5,3,3,1,4,1
C11970,12,8,6,3,5,0,9,1,2,2,1,0,5,3,1,4,0,0
C11971,12,10,9,0,8,7,0,4,2,0,2,5,5,4,3,2,2,1
C11972,12,10,8,4,6,0,0,3,2,1,1,0,3,1,1,3,0,0
C11973,12,10,5,3,2,0,0,2,1,1,1,0,3,1,1,2,0,3
C11974,12,10,10,10,10,0,0,5,5,3,3,0,5,4,4,8,0,2
C11975,11,9,6,3,4,8,2,3,2,2,1,5,5,5,2,2,8,1
C11976,12,10,10,1,10,0,1,1,2,1,2,0,3,1,1,4,0,0
C11977,12,10,10,9,10,3,0,3,3,3,1,3,5,4,2,6,1,2
C11978,12,10,0,0,0,2,0,2,0,0,0,2,4,3,1,0,1,3
C11979,12,10,5,5,2,6,0,5,3,3,1,3,5,3,3,4,4,1
C11980,12,10,10,1,10,0,0,3,3,1,3,0,5,1,2,4,0,0
C11981,12,10,0,0,0,7,0,5,0,0,0,5,5,3,3,0,5,1
C11982,12,10,0,0,0,7,0,6,0,0,0,3,6,4,5,0,5,1
C11983,12,10,9,2,6,3,0,3,2,1,1,3,3,1,2,4,2,0
C11984,11,10,6,2,4,1,0,2,1,1,1,2,3,2,1,2,1,3
C11985,12,10,8,0,8,10,0,4,1,0,1,4,4,5,5,3,5,1
C11986,12,10,0,0,0,4,0,5,0,0,0,4,5,3,3,0,1,1
C11987,8,10,2,2,0,9,0,5,1,1,0,4,5,3,3,1,7,1
C11988,12,10,10,0,10,0,10,1,1,0,1,0,3,1,1,3,0,0
C11989,12,9,7,0,7,5,8,1,1,0,1,2,3,3,1,2,1,0
C11990,12,10,0,0,0,4,0,3,0,0,0,1,3,1,2,0,1,3
C11991,12,10,10,3,10,0,0,1,1,1,1,0,3,1,1,5,0,0
C11992,12,10,10,1,9,5,0,3,2,1,2,3,3,3,3,3,2,1
C11993,12,10,10,0,10,0,0,3,1,0,1,0,5,2,1,3,0,0
C11994,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
C11995,10,5,0,0,0,4,0,3,0,0,0,5,5,1,3,0,3,1
C11996,12,10,0,0,0,4,0,3,0,0,0,3,3,3,1,0,2,1
C11997,11,10,0,0,0,2,0,3,0,0,0,1,3,1,4,0,1,3
C11998,12,10,10,3,10,5,0,5,2,1,2,5,6,3,3,4,2,1
C11999,6,10,0,0,0,5,0,4,0,0,0,5,4,2,2,0,2,1
C12000,12,4,0,0,0,1,0,1,0,0,0,1,5,2,1,0,1,3
C12001,12,10,4,1,2,0,0,1,1,1,1,0,4,1,1,1,0,3
C12002,8,9,2,2,0,3,2,2,1,1,0,3,3,3,1,1,1,3
C12004,12,10,1,1,0,0,0,3,1,1,0,0,3,1,5,1,0,3
C12005,8,5,2,2,0,3,0,2,1,1,0,3,6,5,1,1,1,1
C12006,12,10,10,10,10,9,1,5,5,5,2,6,6,6,3,7,6,2
C12007,12,10,10,1,10,5,0,5,3,1,3,3,5,3,3,5,2,2
C12008,12,10,6,6,0,0,0,3,2,2,0,0,3,1,1,5,0,3
C12009,12,10,10,3,10,0,0,3,2,1,1,0,5,3,1,5,0,0
C12010,12,8,9,0,8,0,2,1,1,0,1,0,3,1,1,2,0,0
C12011,12,10,10,4,9,0,4,1,3,1,3,0,3,3,1,6,0,0
C12012,12,10,10,2,10,4,0,3,2,1,1,3,4,3,3,6,3,1
C12013,12,10,0,0,0,6,0,4,0,0,0,3,4,2,3,0,4,1
C12014,12,8,0,0,0,3,2,3,0,0,0,3,4,5,2,0,2,1
C12015,12,10,10,1,10,0,0,3,1,1,1,0,5,2,2,5,0,0
C12016,12,10,10,10,9,0,0,3,5,4,3,0,5,5,1,8,0,2
C12017,12,10,5,5,5,3,0,5,3,3,1,3,6,3,3,5,1,2
C12018,12,10,1,1,0,4,0,1,1,1,0,1,1,1,1,1,2,3
C12019,9,10,10,3,9,0,5,1,2,1,2,0,2,1,1,5,0,0
C12020,12,10,10,10,10,5,0,5,2,2,1,5,5,3,3,5,3,2
C12021,12,10,6,0,6,0,0,4,1,0,1,0,3,2,3,5,0,0
C12022,12,10,7,6,5,0,0,5,3,3,2,0,5,3,3,6,0,2
C12023,12,10,5,1,5,0,0,1,1,1,1,0,3,2,1,2,0,0
C12024,12,10,8,5,3,0,0,4,5,5,3,0,6,5,2,3,0,2
C12025,12,10,1,1,0,7,0,3,1,1,0,3,5,3,1,1,5,1
C12026,9,10,10,0,9,3,0,2,1,0,1,4,4,3,1,2,1,0
C12027,12,10,9,9,0,0,0,1,1,1,0,0,5,2,1,3,0,3
C12028,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
C12029,12,10,0,0,0,2,0,3,0,0,0,1,3,3,1,0,1,3
C12030,12,10,10,0,10,0,1,1,1,0,1,0,3,1,1,3,0,0
C12031,12,10,8,0,7,0,0,4,3,0,3,0,5,2,3,5,0,0
C12032,12,4,1,1,0,3,5,1,1,1,0,3,3,5,2,1,1,3
C12033,11,6,5,0,5,0,5,1,1,0,1,0,5,1,1,1,0,0
C12034,8,9,0,0,0,4,2,3,0,0,0,4,3,3,1,0,2,1
C12035,12,10,4,0,3,1,0,3,3,0,3,1,3,3,3,2,1,0
C12036,12,10,10,3,10,0,0,3,3,1,2,0,5,2,2,6,0,2
C12037,12,6,0,0,0,3,0,3,0,0,0,4,4,2,2,0,2,1
C12038,12,10,10,10,1,0,2,1,2,2,1,0,5,2,1,4,0,2
C12039,12,10,5,5,0,1,0,4,1,1,0,1,6,3,3,2,1,1
C12040,12,10,9,2,7,0,2,1,1,1,1,0,5,1,1,3,0,0
C12041,12,2,9,0,9,0,0,1,1,0,1,0,3,1,1,2,0,0
C12042,12,10,10,10,5,0,1,1,3,3,2,0,5,3,1,5,0,2
C12043,12,10,1,1,0,3,0,3,1,1,0,1,3,2,3,1,1,3
C12044,12,10,1,1,0,0,0,3,3,3,0,0,3,2,2,1,0,3
C12045,12,6,3,2,2,0,0,1,2,1,1,0,4,2,1,2,0,3
C12046,12,10,10,10,5,5,0,5,3,2,1,5,6,6,3,4,2,2
C12047,12,10,0,0,0,4,0,3,0,0,0,2,5,3,2,0,1,1
C12048,12,10,10,0,10,0,10,1,2,0,2,0,3,3,1,4,0,0
C12049,12,10,10,9,10,1,2,2,4,4,1,1,4,5,1,6,1,2
C12050,12,10,0,0,0,1,0,3,0,0,0,3,4,2,2,0,1,3
C12051,12,10,0,0,0,3,0,5,0,0,0,5,5,6,4,0,3,1
C12052,12,10,10,1,10,0,0,3,1,1,1,0,2,2,5,3,0,0
C12053,12,10,8,8,0,0,0,3,2,2,0,0,3,2,3,3,0,2
C12054,12,10,10,10,10,0,10,3,6,6,4,0,3,6,1,8,0,2
C12055,12,10,1,1,0,2,0,3,1,1,0,1,3,2,2,1,1,3
C12056,6,10,10,10,0,0,0,3,2,2,0,0,3,2,3,3,0,2
C12057,12,9,2,2,0,2,2,3,1,1,0,2,4,3,1,1,1,3
C12058,12,3,1,1,0,0,0,1,1,1,0,0,5,1,1,1,0,3
C12059,9,8,8,5,7,2,6,1,3,1,2,1,3,2,1,4,1,0
C12060,12,10,10,8,8,2,0,3,3,3,1,1,5,2,3,5,1,2
C12061,12,10,0,0,0,3,0,3,0,0,0,1,3,1,2,0,1,3
C12062,12,10,7,1,6,0,3,1,1,1,1,0,3,1,1,3,0,0
C12063,12,3,0,0,0,1,0,1,0,0,0,4,6,5,1,0,1,3
C12064,12,10,0,0,0,2,0,5,0,0,0,3,5,3,3,0,1,1
C12065,12,10,0,0,0,1,0,3,0,0,0,1,3,2,2,0,1,3
C12066,12,10,0,0,0,6,0,5,0,0,0,4,6,3,4,0,3,1
C12067,12,10,6,2,5,0,0,3,3,1,2,0,6,3,1,3,0,2
C12068,12,10,1,1,0,0,0,2,3,3,0,0,3,1,1,1,0,3
C12069,12,10,1,1,0,0,0,4,1,1,0,0,6,3,3,1,0,3
C12070,12,10,10,0,10,1,0,3,2,0,2,1,3,2,2,5,1,0
C12071,7,9,0,0,0,3,0,4,0,0,0,4,4,1,2,0,2,1
C12072,12,10,6,4,5,0,0,1,3,2,2,0,3,1,1,3,0,0
C12073,12,10,5,3,3,2,0,2,1,1,1,2,2,1,1,3,1,3
C12074,12,8,3,1,2,0,0,2,2,2,1,0,5,3,1,1,0,3
C12075,12,10,10,1,10,0,1,1,3,1,3,0,4,5,2,5,0,0
C12076,12,10,4,1,3,0,0,3,1,1,1,0,4,1,2,2,0,3
C12077,12,10,0,0,0,3,0,3,0,0,0,4,5,5,1,0,1,1
